Line by line,Fiscal Year   ,Employer (Petitioner) Name,Tax ID,Industry (NAICS) Code,Petitioner City,Petitioner State,Petitioner Zip Code,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial
"15,634",2020,BREAKTHROUGH ENERGY VENTURES LLC,1589,52 - Finance and Insurance,KIRKLAND,WA,98033,1,0,0,0
"15,635",2020,BREGAL ENERGY INC,5037,52 - Finance and Insurance,NEW YORK,NY,10172,1,0,0,0
"15,636",2020,BREMER BANK,4890,52 - Finance and Insurance,SAINT PAUL,MN,55102,0,1,0,0
"15,637",2020,BREMER BANK NATIONAL ASSOCIATION,4890,52 - Finance and Insurance,SAINT PAUL,MN,55102,1,0,0,0
"15,638",2020,BRENTWOOD CAPITAL ADVISORS LLC,1341,52 - Finance and Insurance,FRANKLIN,TN,37067,1,0,0,0
"15,639",2020,BREVAN HOWARD US INVESTMENT MGMT,1470,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"15,640",2020,BREVET HOLDINGS LLC,9416,52 - Finance and Insurance,NEW YORK,NY,10001,1,0,0,0
"15,641",2020,BREX INC,7957,52 - Finance and Insurance,SAN FRANCISCO,CA,94105,4,0,34,0
"15,642",2020,BREX INC,7957,52 - Finance and Insurance,SAN FRANCISCO,CA,94107,0,0,5,0
"15,643",2020,BRIAR MEADS CAPITAL LLC,4858,52 - Finance and Insurance,NEW YORK,NY,10020,0,0,1,0
"15,644",2020,BRIDGE HEALTH CAPITAL MGT LLC,8973,52 - Finance and Insurance,NEW YORK,NY,10019,1,0,0,0
"15,645",2020,BRIDGEWATER ASSOCIATES LP,7501,52 - Finance and Insurance,WESTPORT,CT,6880,18,2,19,1
"15,646",2020,BRIDGEWEST CAPITAL MGMT LLC,7794,52 - Finance and Insurance,SAN DIEGO,CA,92126,0,0,1,0
"15,647",2020,BRIGADE CAPITAL MANAGEMENT LP,5879,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"15,648",2020,BRIGADE CAPITAL MANAGEMENT LP,5879,52 - Finance and Insurance,WHITE PLAINS,NY,10601,0,0,1,0
"15,649",2020,BRIGHTHOUSE SERVICES LLC,4008,52 - Finance and Insurance,CHARLOTTE,NC,28277,0,0,1,0
"15,650",2020,BRIGHTSIDE BENEFIT INC,8781,52 - Finance and Insurance,CHANDLER,AZ,85225,0,0,1,0
"15,651",2020,BRIGHTSIDE BENEFIT INC,8781,52 - Finance and Insurance,CHANDLER,AZ,85286,2,0,1,0
"15,652",2020,BRIGHTSTAR DEVICE PROTECTION LLC,3874,52 - Finance and Insurance,ALPHARETTA,GA,30009,0,0,3,0
"15,653",2020,BROADRIDGE FINANCIAL SOLUTIONS INC,1291,52 - Finance and Insurance,NEWARK,NJ,7102,12,1,48,0
"15,654",2020,BROTHERHOOD MUTUAL INSURANCE CO,8580,52 - Finance and Insurance,FORT WAYNE,IN,46825,0,0,1,0
"15,655",2020,BROWN BROTHERS HARRIMAN CO,3745,52 - Finance and Insurance,NEW YORK,NY,10005,1,0,27,0
"15,656",2020,BROWN BROTHERS HARRIMAN TRUST CO,2596,52 - Finance and Insurance,NEW YORK,NY,10005,0,0,0,1
"15,657",2020,BTG PACTUAL ASSET MGMT US LLC,14,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"15,658",2020,BTS ASSET MANAGEMENT INC,9678,52 - Finance and Insurance,LEXINGTON,MA,2420,1,0,0,0
"15,659",2020,BUDO TRADING LLC,5308,52 - Finance and Insurance,CHICAGO,IL,60605,0,0,1,0
"15,660",2020,BULLTICK FINANCIAL SERVICES LLC,2741,52 - Finance and Insurance,MIAMI,FL,33131,0,0,1,0
"15,661",2020,BUNGE GLOBAL MARKETS INC,2472,52 - Finance and Insurance,CHESTERFIELD,MO,63017,0,0,1,0
"15,662",2020,BUNGE GLOBAL MARKETS INC,2472,52 - Finance and Insurance,WHITE PLAINS,NY,10606,0,0,1,0
"15,663",2020,BUNGE LATIN AMERICA LLC,6120,52 - Finance and Insurance,CORAL GABLES,FL,33134,1,0,0,0
"15,664",2020,BUNGE LATIN AMERICA LLC,6120,52 - Finance and Insurance,MIAMI,FL,33134,0,0,2,0
"15,665",2020,BUNGE MANAGEMENT SERVICES INC,2562,52 - Finance and Insurance,CHESTERFIELD,MO,63017,1,0,2,0
"15,666",2020,BUNGE MANAGEMENT SERVICES INC,2562,52 - Finance and Insurance,WHITE PLAINS,NY,10606,1,0,4,0
"15,667",2020,BUNGE NORTH AMERICA INC,7260,52 - Finance and Insurance,CHESTERFIELD,MO,63017,0,0,2,0
"15,668",2020,BUNGE OILS INC,3825,52 - Finance and Insurance,CHESTERFIELD,MO,63017,0,0,1,0
"15,669",2020,BUPA WORLDWIDE CORPORATION,9914,52 - Finance and Insurance,MIAMI,FL,33157,0,0,0,1
"15,670",2020,BUSINESS FINANCIAL SERVICES INC,1790,52 - Finance and Insurance,CORAL SPRINGS,FL,33065,2,0,0,0
"15,671",2020,BUSINESS RISK PARTNERS INC,54,52 - Finance and Insurance,WINDSOR,CT,6095,0,0,1,0
"15,672",2020,BUSINESS WORKPLACE SOLUTIONS PEO S,5076,52 - Finance and Insurance,DALLAS,TX,75201,0,0,2,0
"15,673",2020,BUTTON TECH INC,1035,52 - Finance and Insurance,MOUNTAIN VIEW,CA,94043,1,0,1,0
"15,674",2020,C BRIDGE CAPITAL LLC,1022,52 - Finance and Insurance,NEW YORK,NY,10017,0,0,1,0
"15,675",2020,C III CAPITAL PARTNERS LLC,2368,52 - Finance and Insurance,IRVING,TX,75039,0,0,1,0
"15,676",2020,CA PUBLIC EMPLOYEES RETIREMENT SYS,7465,52 - Finance and Insurance,SACRAMENTO,CA,95811,0,0,2,0
"15,677",2020,CA SR LIVING LLC DBA CA SR LIVING,4198,52 - Finance and Insurance,CHICAGO,IL,60601,0,0,1,0
"15,678",2020,CAAS CAPITAL MANAGEMENT LP,6693,52 - Finance and Insurance,NEW YORK,NY,10022,1,0,0,0
"15,679",2020,CADIAN CAPITAL MANAGEMENT LP,3876,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"15,680",2020,CAFA-DC INC,3297,52 - Finance and Insurance,VIENNA,VA,22182,1,0,0,0
"15,681",2020,CAISSA LLC,3957,52 - Finance and Insurance,NEW YORK,NY,10005,0,0,3,0
"15,682",2020,CALAMOS ADVISORS LLC,7533,52 - Finance and Insurance,NAPERVILLE,IL,60563,0,0,3,0
"15,683",2020,CALIBER HOME LOANS INC,1491,52 - Finance and Insurance,COPPELL,TX,75019,6,0,26,2
"15,684",2020,CALIFORNIA BUSINESS BANK,4674,52 - Finance and Insurance,IRVINE,CA,92602,2,0,0,0
"15,685",2020,CALIFORNIA CAPITAL INSURANCE COMPA,2270,52 - Finance and Insurance,MONTEREY,CA,93940,1,0,5,0
"15,686",2020,CALIFORNIA COAST CREDIT UNION,5803,52 - Finance and Insurance,SAN DIEGO,CA,92123,0,0,1,0
"15,687",2020,CALIFORNIA FINANCIAL PARTNERS INC,6837,52 - Finance and Insurance,GLENDALE,CA,91203,0,1,0,0
"15,688",2020,CALIFORNIA SOLAR RENEWABLE INC,3271,52 - Finance and Insurance,EL MONTE,CA,91732,0,2,0,0
"15,689",2020,CALTECH EMPLOYEES FEDERAL CREDIT U,1048,52 - Finance and Insurance,LA CANADA FLINTRIDGE,CA,91011,1,0,0,0
"15,690",2020,CALVERT RESEARCH & MGT A SUBSIDIAR,9498,52 - Finance and Insurance,BOSTON,MA,2110,0,0,1,0
"15,691",2020,CALVO S INSURANCE UNDERWRITERS CNM,9173,52 - Finance and Insurance,SAIPAN,MP,96950,0,0,1,0
"15,692",2020,CAMA SELF DIRECTED IRA LLC,7809,52 - Finance and Insurance,AMBLER,PA,19002,0,0,1,0
"15,693",2020,CAMBIA HEALTH SOLUTIONS INC,9316,52 - Finance and Insurance,PORTLAND,OR,97201,3,0,17,0
"15,694",2020,CAMBRIDGE ASSOCIATES LLC,5240,52 - Finance and Insurance,BOSTON,MA,2110,0,0,2,0
"15,695",2020,CAMBRIDGE BLOCKCHAIN LLC,2753,52 - Finance and Insurance,CAMBRIDGE,MA,2142,0,0,1,0
"15,696",2020,CAMBRIDGE REALTY CAPITAL LLC,8778,52 - Finance and Insurance,CHICAGO,IL,60602,0,0,1,0
"15,697",2020,CAMICO MUTUAL INSURANCE COMPANY,5482,52 - Finance and Insurance,SAN MATEO,CA,94404,0,0,1,0
"15,698",2020,CAMMACK HEALTH LLC,6561,52 - Finance and Insurance,CHICAGO,IL,60601,0,0,1,0
"15,699",2020,CAMPUS LABS INC,9680,52 - Finance and Insurance,BUFFALO,NY,14202,1,0,0,0
"15,700",2020,CANACCORD GENUITY LLC,9566,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"15,701",2020,CANADIAN IMPERIAL BANK OF COMMERCE,2440,52 - Finance and Insurance,NEW YORK,NY,10017,4,0,3,0
"15,702",2020,CANADIAN IMPERIAL HOLDINGS INC,6808,52 - Finance and Insurance,NEW YORK,NY,10017,0,0,1,0
"15,703",2020,CANARY CONSULTING INC,6038,52 - Finance and Insurance,DAYTON,OH,45402,1,0,0,0
"15,704",2020,CANDLESTICK CAPITAL MANAGEMENT LP,1646,52 - Finance and Insurance,NEW YORK,NY,10022,1,0,0,0
"15,705",2020,CANDOR USA,1734,52 - Finance and Insurance,SAVANNAH,GA,31401,1,0,0,0
"15,706",2020,CANTOR FITZGERALD LP,187,52 - Finance and Insurance,NEW YORK,NY,10022,3,0,8,0
"15,707",2020,CANTOR FITZGERALD LP,187,52 - Finance and Insurance,NEW YORK,NY,10038,0,0,1,0
"15,708",2020,CANVAS CREDIT UNION,3137,52 - Finance and Insurance,LONE TREE,CO,80124,1,0,0,0
"15,709",2020,CANYON PARTNERS LLC,5514,52 - Finance and Insurance,LOS ANGELES,CA,90067,0,0,1,0
"15,710",2020,CAPGEMINI AMERICA INC,5929,52 - Finance and Insurance,CHICAGO,IL,60606,1,0,0,0
"15,711",2020,CAPITAL BLUE CROSS,5154,52 - Finance and Insurance,HARRISBURG,PA,17177,1,0,3,0
"15,712",2020,CAPITAL DIST PHYSICIANS HEALTH PLA,1028,52 - Finance and Insurance,ALBANY,NY,12206,1,0,0,0
"15,713",2020,CAPITAL DISTRICT PHYSICIANS HEALTH,1028,52 - Finance and Insurance,ALBANY,NY,12206,0,0,6,0
"15,714",2020,CAPITAL DYNAMICS US INC,1856,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"15,715",2020,CAPITAL FARM CREDIT FLCA,65,52 - Finance and Insurance,BRYAN,TX,77802,0,0,1,0
"15,716",2020,CAPITAL GROUP COMPANIES GLOBAL,6830,52 - Finance and Insurance,LOS ANGELES,CA,90071,3,0,23,0
"15,717",2020,CAPITAL IMPACT ADVISORS LLC DBA EN,1264,52 - Finance and Insurance,BOSTON,MA,2110,0,0,1,0
"15,718",2020,CAPITAL INNOVATIONS LLC,3675,52 - Finance and Insurance,PEWAUKEE,WI,53072,1,0,0,0
"15,719",2020,CAPITAL ONE NATIONAL ASSOCIATION,640,52 - Finance and Insurance,HENRICO,VA,23238,3,0,31,1
"15,720",2020,CAPITAL ONE NATIONAL ASSOCIATION,640,52 - Finance and Insurance,RICHMOND,VA,23238,26,2,29,0
"15,721",2020,CAPITAL ONE SERVICES LLC,389,52 - Finance and Insurance,HENRICO,VA,23228,0,0,1,0
"15,722",2020,CAPITAL ONE SERVICES LLC,389,52 - Finance and Insurance,HENRICO,VA,23238,4,1,382,0
"15,723",2020,CAPITAL ONE SERVICES LLC,389,52 - Finance and Insurance,RICHMOND,VA,23238,114,1,250,1
"15,724",2020,CAPITAL ONE SERVICES LLC,8389,52 - Finance and Insurance,RICHMOND,VA,23238,0,0,1,0
"15,725",2020,CAPITAL RESEARCH AND MANAGEMENT CO,1037,52 - Finance and Insurance,LOS ANGELES,CA,90071,5,0,2,0
"15,726",2020,CAPITAL STRATEGY RESEARCH INC,4253,52 - Finance and Insurance,LOS ANGELES,CA,90071,0,1,0,0
"15,727",2020,CAPITAL TECHNOLOGY SOLUTIONS INC,8120,52 - Finance and Insurance,SAN ANTONIO,TX,78258,1,0,0,0
"15,728",2020,CAPITOL FEDERAL SAVINGS BANK,40,52 - Finance and Insurance,TOPEKA,KS,66603,1,0,0,0
"15,729",2020,CAPITOL INDEMNITY CORP D/B/A CAPSP,1527,52 - Finance and Insurance,MIDDLETON,WI,53562,0,0,0,1
"15,730",2020,CAPSTONE CORPORATE FINANCE LLC,2337,52 - Finance and Insurance,BOSTON,MA,2110,1,0,0,0
"15,731",2020,CAPSTONE INVESTMENT ADVISORS LLC,1093,52 - Finance and Insurance,NEW YORK,NY,10007,0,0,3,0
"15,732",2020,CAPTARGET LLC,6052,52 - Finance and Insurance,SAN DIEGO,CA,92103,0,0,1,0
"15,733",2020,CAPTONA LLC,9933,52 - Finance and Insurance,NEW YORK,NY,10017,1,0,0,0
"15,734",2020,CAPULA INVESTMENT US LP,4138,52 - Finance and Insurance,GREENWICH,CT,6830,1,1,2,0
"15,735",2020,CARDCONNECT LLC,3242,52 - Finance and Insurance,OMAHA,NE,68154,0,0,0,1
"15,736",2020,CARDFLIGHT INC,7126,52 - Finance and Insurance,NEW YORK,NY,10010,0,0,3,0
"15,737",2020,CARDINAL INNOVATIONS HEALTHCARE SO,1669,52 - Finance and Insurance,CHARLOTTE,NC,28202,2,0,0,0
"15,738",2020,CARDINAL PITCH CLUB,266,52 - Finance and Insurance,PALO ALTO,CA,94303,0,1,0,0
"15,739",2020,CARDTRONICS USA INC,9117,52 - Finance and Insurance,HOUSTON,TX,77042,2,0,1,0
"15,740",2020,CARECORE NATIONAL LLC DBA EVICORE,1391,52 - Finance and Insurance,BLUFFTON,SC,29910,1,0,25,0
"15,741",2020,CARECORE NATIONAL LLC DBA EVICORE,1391,52 - Finance and Insurance,FRANKLIN,TN,37067,6,0,26,0
"15,742",2020,CAREPLUS HEALTH PLANS INC,8550,52 - Finance and Insurance,LOUISVILLE,KY,40202,0,0,1,0
"15,743",2020,CARGILL INC,7680,52 - Finance and Insurance,WAYZATA,MN,55391,0,0,1,0
"15,744",2020,CARGILL INCORPORATED,7680,52 - Finance and Insurance,WAYZATA,MN,55391,3,0,6,0
"15,745",2020,CARLE HOLDING CO INC DBA HEALTH,8284,52 - Finance and Insurance,URBANA,IL,61801,0,0,1,1
"15,746",2020,CARLSON CAPITAL LP,573,52 - Finance and Insurance,DALLAS,TX,75201,0,0,1,0
"15,747",2020,CAROLINA MOTOR CLUB INC,5100,52 - Finance and Insurance,CHARLOTTE,NC,28212,0,0,2,0
"15,748",2020,CARROT FERTILITY INC,5709,52 - Finance and Insurance,SAN FRANCISCO,CA,94107,0,0,1,0
"15,749",2020,CARTER BANK TRUST,9935,52 - Finance and Insurance,MARTINSVILLE,VA,24112,0,0,1,0
"15,750",2020,CARTICA MANAGEMENT LLC,8976,52 - Finance and Insurance,WASHINGTON,DC,20006,1,0,0,0
"15,751",2020,CARVAL INVESTORS,3520,52 - Finance and Insurance,HOPKINS,MN,55343,0,0,1,0
"15,752",2020,CASCADE FINANCIAL SERVICES,1476,52 - Finance and Insurance,CHANDLER,AZ,85286,0,0,2,0
"15,753",2020,CASS INFORMATION SYSTEMS INC,,52 - Finance and Insurance,SAINT LOUIS,MO,63131,0,0,1,0
"15,754",2020,CASS INFORMATION SYSTEMS INC,5338,52 - Finance and Insurance,SAINT LOUIS,MO,63131,0,0,1,0
"15,755",2020,CASTLELAKE LP,3857,52 - Finance and Insurance,MINNEAPOLIS,MN,55402,0,0,1,0
"15,756",2020,CASTLETON COMMODITIES MGT SVCS LLC,5991,52 - Finance and Insurance,STAMFORD,CT,6902,3,0,5,0
"15,757",2020,CATHAY CAPITAL NA LLC,8898,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"15,758",2020,CATTERTON LATIN AMERICA MGMT CO,5909,52 - Finance and Insurance,NEW YORK,NY,10112,0,0,1,0
"15,759",2020,CATTERTON LATIN AMERICA MGT CO,5909,52 - Finance and Insurance,GREENWICH,CT,6830,1,0,0,0
"15,760",2020,CATTERTON MANAGEMENT COMPANY LLC,6924,52 - Finance and Insurance,GREENWICH,CT,6830,1,0,2,0
"15,761",2020,CAUSEWAY CAPITAL MANAGEMENT LLC,1680,52 - Finance and Insurance,LOS ANGELES,CA,90025,1,0,2,0
"15,762",2020,CAVENEY INSURANCE GROUP INC,5780,52 - Finance and Insurance,CHELMSFORD,MA,1824,1,0,0,0
"15,763",2020,CAXTON ASSOCIATES LP,173,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"15,764",2020,CAYAN LLC,4351,52 - Finance and Insurance,COLUMBUS,GA,31901,1,0,0,0
"15,765",2020,CBAM PARTNERS LLC,5582,52 - Finance and Insurance,NEW YORK,NY,10003,1,0,0,0
"15,766",2020,CBC GROUP LLC,8696,52 - Finance and Insurance,IRVING,TX,75063,0,0,3,1
"15,767",2020,CBOE GLOBAL MARKETS INC,6972,52 - Finance and Insurance,CHICAGO,IL,60605,1,0,5,0
"15,768",2020,CCB INTERNATIONAL OVERSEAS USA INC,186,52 - Finance and Insurance,NEW YORK,NY,10036,0,0,1,0
"15,769",2020,CCSZF MANAGEMENT LLC,7136,52 - Finance and Insurance,WESTPORT,CT,6880,1,0,0,0
"15,770",2020,CEDAR CARES INC DBA CEDAR,1266,52 - Finance and Insurance,NEW YORK,NY,10012,0,0,1,0
"15,771",2020,CEDAR CARES INC DBA CEDAR,1266,52 - Finance and Insurance,NEW YORK,NY,10014,0,0,2,0
"15,772",2020,CELLO CAPITAL MANAGEMENT LP,4013,52 - Finance and Insurance,NEW YORK,NY,10017,1,0,0,0
"15,773",2020,CENTENE MANAGEMENT COMPANY LLC,4073,52 - Finance and Insurance,CLAYTON,MO,63105,0,0,2,0
"15,774",2020,CENTENE MANAGEMENT COMPANY LLC,4073,52 - Finance and Insurance,SAINT LOUIS,MO,63105,6,0,51,1
"15,775",2020,CENTENNIAL BANK,9885,52 - Finance and Insurance,CONWAY,AR,72032,0,0,1,0
"15,776",2020,CENTERBRIDGE PARTNERS LP,398,52 - Finance and Insurance,NEW YORK,NY,10152,0,0,3,0
"15,777",2020,"CENTERBRIDGE PARTNERS, L.P.",2039,52 - Finance and Insurance,NEW YORK,NY,10152,1,0,0,0
"15,778",2020,CENTERSTATE BANK NA,9916,52 - Finance and Insurance,WINTER HAVEN,FL,33881,1,0,0,0
"15,779",2020,CENTERSTONE INSURANCE & FINANCIAL,8229,52 - Finance and Insurance,DALLAS,TX,75251,2,0,3,0
"15,780",2020,CENTERVIEW PARTNERS LLC,4979,52 - Finance and Insurance,NEW YORK,NY,10019,1,0,2,0
"15,781",2020,CENTIVA CAPITAL LP,5732,52 - Finance and Insurance,NEW YORK,NY,10001,1,0,1,0
"15,782",2020,CENTIVA CAPITAL LP,5732,52 - Finance and Insurance,NEW YORK,NY,10011,1,0,0,0
"15,783",2020,CENTRAL MUTUAL INSURANCE COMPANY,2560,52 - Finance and Insurance,VAN WERT,OH,45891,0,0,1,0
"15,784",2020,CENTRAL PACIFIC BANK,213,52 - Finance and Insurance,HONOLULU,HI,96813,2,0,1,0
"15,785",2020,CENTRIC BRANDS HOLDING LLC,3107,52 - Finance and Insurance,NEW YORK,NY,10118,0,0,1,0
"15,786",2020,CENTURY INSURANCE CO LTD,6089,52 - Finance and Insurance,SAIPAN,MP,96950,1,0,0,0
"15,787",2020,CFA INSTITUTE,6480,52 - Finance and Insurance,CHARLOTTESVILLE,VA,22902,1,0,4,0
"15,788",2020,CFCU COMMUNITY CREDIT UNION,4036,52 - Finance and Insurance,ITHACA,NY,14850,1,0,0,0
"15,789",2020,CH INVESTMENT PARTNERS LLC,8790,52 - Finance and Insurance,DALLAS,TX,75219,0,0,1,0
"15,790",2020,CHAI TRUST COMPANY LLC DBA EQUITY,8733,52 - Finance and Insurance,CHICAGO,IL,60606,1,0,0,0
"15,791",2020,CHANG HWA COMMERCIAL BANK LTD,7991,52 - Finance and Insurance,NEW YORK,NY,10017,0,0,1,0
"15,792",2020,CHANNEL PARTNERS CAPITAL MGMT LLC,4842,52 - Finance and Insurance,HOPKINS,MN,55305,0,0,1,0
"15,793",2020,CHARDAN CAPITAL MARKETS LLC DBA CH,8698,52 - Finance and Insurance,NEW YORK,NY,10004,1,0,0,0
"15,794",2020,CHARGE ANYWHERE LLC,3587,52 - Finance and Insurance,SOUTH PLAINFIELD,NJ,7080,1,0,0,0
"15,795",2020,CHARLES SCHWAB & COMP INC,8771,52 - Finance and Insurance,LONE TREE,CO,80124,1,0,0,0
"15,796",2020,CHARLES SCHWAB & COMPANY INC,,52 - Finance and Insurance,LONE TREE,CO,80124,0,0,1,0
"15,797",2020,CHARLES SCHWAB & COMPANY INC,7782,52 - Finance and Insurance,AUSTIN,TX,78758,0,0,2,0
"15,798",2020,CHARLES SCHWAB & COMPANY INC,7782,52 - Finance and Insurance,LONE TREE,CO,80124,34,2,226,5
"15,799",2020,CHARLES SCHWAB & COMPANY INC,7782,52 - Finance and Insurance,SAN FRANCISCO,CA,94105,2,0,0,0
"15,800",2020,CHARLES SCHWAB & COMPANY INC,7782,52 - Finance and Insurance,WESTLAKE,TX,76262,0,0,1,0
"15,801",2020,CHARLESBANK CAPITAL PARTNERS LLC,9769,52 - Finance and Insurance,BOSTON,MA,2116,1,0,1,0
"15,802",2020,CHARTWAY FEDERAL CREDIT UNION,4620,52 - Finance and Insurance,VIRGINIA BEACH,VA,23462,0,0,1,0
"15,803",2020,CHATHAM CAPITAL HOLDINGS INC,2652,52 - Finance and Insurance,ATLANTA,GA,30309,1,0,0,0
"15,804",2020,CHATHAM FINANCIAL CORPORATION,9499,52 - Finance and Insurance,KENNETT SQUARE,PA,19348,0,0,2,0
"15,805",2020,CHEROKEE INVESTMENT PARTNERS LLC,7487,52 - Finance and Insurance,RALEIGH,NC,27603,0,0,0,1
"15,806",2020,CHI ST VINCENT HOSPITAL HOT SPRING,6913,52 - Finance and Insurance,HOT SPRINGS,AR,71913,1,0,0,0
"15,807",2020,CHICAGO INST OF INVESTMENT INC,7648,52 - Finance and Insurance,CHICAGO,IL,60606,0,1,1,0
"15,808",2020,CHICAGO INSTITUTE OF INVESTMENT IN,7648,52 - Finance and Insurance,CHICAGO,IL,60606,0,0,1,0
"15,809",2020,CHICAGO MERCANTILE EXCHANGE INC,2380,52 - Finance and Insurance,CHICAGO,IL,60606,5,0,54,1
"15,810",2020,CHICAGO VENTURE PARTNERS LP,6727,52 - Finance and Insurance,CHICAGO,IL,60601,1,0,0,0
"15,811",2020,CHIME FINANCIAL INC,5388,52 - Finance and Insurance,SAN FRANCISCO,CA,94108,2,0,16,1
"15,812",2020,CHIME INC,6341,52 - Finance and Insurance,ALLSTON,MA,2134,0,0,2,0
"15,813",2020,CHIMERA INVESTMENT CORPORATION,461,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"15,814",2020,CHINA CONSTRUCTION BANK CORP NEW,3004,52 - Finance and Insurance,NEW YORK,NY,10036,0,0,1,0
"15,815",2020,CHINA CONSTRUCTION BANK CORPORATIO,3004,52 - Finance and Insurance,NEW YORK,NY,10036,0,0,1,0
"15,816",2020,CHINA MERCHANTS BANK CO LTD,7966,52 - Finance and Insurance,NEW YORK,NY,10022,1,0,0,0
"15,817",2020,CHINA RENAISSANCE SECURITIES US IN,1099,52 - Finance and Insurance,NEW YORK,NY,10020,1,0,0,0
"15,818",2020,CHINA UNIONPAY USA LLC,195,52 - Finance and Insurance,JERSEY CITY,NJ,7311,1,0,0,0
"15,819",2020,CHINESEINVESTORS COM INC,9868,52 - Finance and Insurance,SAN GABRIEL,CA,91776,1,0,0,0
"15,820",2020,CHRISTOFFERSON ROBB COMPANY LLC,8892,52 - Finance and Insurance,NEW YORK,NY,10019,0,0,2,0
"15,821",2020,CHRYSALIS ANALYTICS LLC,6334,52 - Finance and Insurance,FULTON,MD,20759,0,0,1,0
"15,822",2020,CHUN-HA INSURANCE SERVICES INC,155,52 - Finance and Insurance,GARDEN GROVE,CA,92844,1,0,0,0
"15,823",2020,CHUNGSOO HA INSUR & FINANCIAL SVCS,8133,52 - Finance and Insurance,AURORA,CO,80014,1,1,0,0
"15,824",2020,CHURCH MUTUAL INSURANCE COMPANY,2210,52 - Finance and Insurance,MERRILL,WI,54452,0,0,1,0
"15,825",2020,CHURCHILL ASSET MANAGEMENT LLC,6644,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"15,826",2020,CIBC BANK USA,2148,52 - Finance and Insurance,NEW YORK,NY,10017,1,0,2,0
"15,827",2020,CIBC NATIONAL TRUST COMPANY,1534,52 - Finance and Insurance,NEW YORK,NY,10017,0,0,1,0
"15,828",2020,CIBC WORLD MARKETS CORP,8343,52 - Finance and Insurance,NEW YORK,NY,10017,5,0,1,0
"15,829",2020,CICC US SECURITIES INC,7617,52 - Finance and Insurance,NEW YORK,NY,10017,1,0,1,0
"15,830",2020,CIFC ASSET MANAGEMENT LLC,5882,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"15,831",2020,CIGNA HEALTH & LIFE INSUR CO,,52 - Finance and Insurance,BLOOMFIELD,CT,6002,0,0,1,0
"15,832",2020,CIGNA HEALTH & LIFE INSURANCE CO,1071,52 - Finance and Insurance,BLOOMFIELD,CT,6002,17,0,162,1
"15,833",2020,CIGNA HEALTH & LIFE INSURANCE CO,1071,52 - Finance and Insurance,PHILADELPHIA,PA,19192,1,0,0,0
"15,834",2020,CIGNA HEALTH & LIFE INSURANCE CO,1071,52 - Finance and Insurance,RALEIGH,NC,27607,0,0,1,0
"15,835",2020,CIGNA HEALTH & LIFE INSURANCE CO,1071,52 - Finance and Insurance,WINDSOR,CT,6095,0,0,4,0
"15,836",2020,CIGNA LINA,3749,52 - Finance and Insurance,BLOOMFIELD,CT,6002,0,0,11,0
"15,837",2020,CIM GROUP LP,9326,52 - Finance and Insurance,LOS ANGELES,CA,90010,1,0,1,0
"15,838",2020,CIMA ENERGY LP,1884,52 - Finance and Insurance,HOUSTON,TX,77007,0,0,1,0
"15,839",2020,CINDAT USA LLC,7519,52 - Finance and Insurance,NEW YORK,NY,10152,0,0,1,0
"15,840",2020,CIPHERHEALTH INC,2489,52 - Finance and Insurance,NEW YORK,NY,10119,1,0,0,0
"15,841",2020,CIRCLE INTERNET FINANCIAL INC,4676,52 - Finance and Insurance,BOSTON,MA,2110,0,0,0,1
"15,842",2020,CIT BANK NA,2801,52 - Finance and Insurance,LIVINGSTON,NJ,7039,4,0,34,0
"15,843",2020,CITADEL AMERICAS LLC,2114,52 - Finance and Insurance,CHICAGO,IL,60603,34,0,83,1
"15,844",2020,CITADEL ENTERPRISE AMERICAS LLC,8019,52 - Finance and Insurance,CHICAGO,IL,60603,28,0,53,1
"15,845",2020,CITADEL SECURITIES AMERICAS LLC,9691,52 - Finance and Insurance,CHICAGO,IL,60603,41,2,58,0
"15,846",2020,CITCO CAPITAL SOLUTIONS INC,3055,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"15,847",2020,CITCO FUND SERVICES MALVERN INC,2852,52 - Finance and Insurance,MALVERN,PA,19355,0,0,4,0
"15,848",2020,CITCO FUND SERVICES USA INC,6398,52 - Finance and Insurance,JERSEY CITY,NJ,7311,4,0,4,0
"15,849",2020,CITCON USA LLC,3252,52 - Finance and Insurance,SANTA CLARA,CA,95054,2,0,0,0
"15,850",2020,CITI FUND SERVICES OHIO INC,9295,52 - Finance and Insurance,NEW YORK,NY,10013,0,0,4,0
"15,851",2020,CITI INTL FINANCIAL SERVICES LLC,94,52 - Finance and Insurance,NEW YORK,NY,10013,1,0,0,0
